Campaign_ID,Campaign_Name,Campaign_Type,Marketing_Channel,Campaign_Start_Date,Campaign_End_Date,Customer_ID,Customer_Name,Age,Gender,City,State,Country,Customer_Segment,Product_Category,Product_Name,Impressions,Clicks,Leads,Conversions,Engagements,Ad_Spend,Revenue,Profit,Bounce_Rate,Session_Duration,Purchase_Amount,Device_Type,Payment_Method,Campaign_Status,Customer_Feedback,Customer_Rating,Purchase_Date
C039,New Launch,Promotion,LinkedIn,2025-06-07,2025-06-28,100063,Customer_63,32,Male,Pune,Maharashtra,India,Returning,Fashion,Shoes,29311,3684,1363,201,3778,2407.55,3096.63,689.08,28.3,4.61,15.41,Mobile,UPI,Active,Positive,5,2025-06-28
C042,Festive Offer,Sales,LinkedIn,2024-05-29,2024-06-07,100064,Customer_64,30,Female,Mumbai,Maharashtra,India,Returning,Beauty,Perfume,3562,569,264,12,824,5184.29,5986.92,2611.59,32.61,1.2,498.91,Tablet,UPI,Active,Negative,5,2024-06-07
C020,Flash Sale,Awareness,Email,2024-09-16,2024-09-28,100065,Customer_65,45,Female,Delhi,Delhi,India,VIP,Grocery,Rice,16014,2218,970,665,4048,9950.78,35227.69,25276.91,31.54,5.85,52.97,Tablet,UPI,Completed,Negative,3,2024-09-28
C005,Mega Deal,Awareness,Instagram,2025-03-11,2025-04-01,100066,Customer_66,29,Male,Delhi,Delhi,India,VIP,Beauty,Cream,33846,2422,2032,1618,5097,1204.73,11659.285,2335.7,38.1,3.28,2.19,Tablet,Net Banking,Active,Negative,2,2025-04-01
C013,Festive Offer,Sales,Google Ads,2025-09-04,2025-09-20,100067,Customer_67,19,Male,Bengaluru,Karnataka,India,New,Grocery,Oil,37334,433,287,268,1058,6325.78,21492.58,15166.8,26.61,12.57,80.2,Mobile,Net Banking,Paused,Neutral,1,2025-09-20
C013,Flash Sale,Sales,Google Ads,2024-03-24,2024-04-22,100068,Customer_68,25,Female,Delhi,Delhi,India,VIP,Home,Chair,34536,6643,3448,2453,17242,1462.46,11659.285,2932.7,35.05,13.5,1.79,Tablet,Net Banking,Paused,Neutral,3,2024-04-22
C019,Flash Sale,Promotion,Google Ads,2024-09-30,2024-10-13,100069,Customer_69,20,Female,Pune,Maharashtra,India,New,Home,Mixer,32948,5579,1133,20,14859,2583.04,8416.64,5833.6,56.03,3.79,420.83,Desktop,Card,Completed,Positive,3,2024-10-13
C042,Summer Sale,Sales,Facebook,2024-04-03,2024-04-19,100070,Customer_70,59,Female,Hyderabad,Telangana,India,Returning,Beauty,Cream,19974,2283,2093,245,6032,9644.88,14344.24,4699.36,24.44,10.21,58.55,Tablet,Cash,Paused,Negative,4,2024-04-19
C025,Summer Sale,Promotion,Email,2025-01-11,2025-01-28,100071,Customer_71,58,Male,Delhi,Delhi,India,Returning,Fashion,T-Shirt,37655,534,110,25,1384,9711.23,21533.94,11822.71,79.63,10.02,861.36,Desktop,Card,Completed,Neutral,2,2025-01-28
C015,Festive Offer,Sales,LinkedIn,2024-01-11,2024-01-31,100072,Customer_72,22,Male,Bengaluru,Karnataka,India,New,Beauty,Cream,27466,5457,4537,3372,11030,7818.69,10605.71,2787.02,50.4,11.88,3.15,Mobile,Cash,Paused,Neutral,4,2024-01-31
C047,Summer Sale,Awareness,Email,2025-03-06,2025-03-25,100073,Customer_73,50,Female,Mumbai,Maharashtra,India,New,Fashion,Shoes,48706,6244,5917,3610,6611,9045.16,28624.72,19579.56,44.05,11.42,7.93,Desktop,Net Banking,Active,Neutral,2,2025-03-25
C004,Mega Deal,Promotion,Email,2025-03-09,2025-03-21,100074,Customer_74,22,Female,Mumbai,Delhi,India,New,Beauty,Perfume,10361,615,226,122,1161,9494.48,22527.08,13032.6,73.07,6.21,184.65,Desktop,UPI,Active,Neutral,5,2025-03-21
C023,Festive Offer,Awareness,LinkedIn,2024-03-15,2024-03-25,100075,Customer_75,19,Male,Hyderabad,Telangana,India,New,Fashion,T-Shirt,29511,4965,2210,1549,12521,7083.59,16951.72,9868.13,54.98,10.89,10.94,Tablet,Card,Active,Negative,3,2024-03-25
C002,Flash Sale,Sales,Instagram,2024-03-22,2024-04-14,100076,Customer_76,60,Male,Bengaluru,Karnataka,India,New,Fashion,T-Shirt,11125,103,28,1,264,3505.97,9852.85,6346.88,37.22,2.77,9852.85,Mobile,Net Banking,Completed,Negative,3,2024-04-14
C033,Mega Deal,Promotion,LinkedIn,2024-06-02,2024-06-29,100077,Customer_77,35,Female,Pune,Maharashtra,India,Returning,Home,Mixer,38782,7167,1963,1735,7319,9852.64,12856.76,3004.12,71.19,10.36,7.41,Tablet,Cash,Active,Positive,1,2024-06-29
C037,Flash Sale,Promotion,Google Ads,2024-02-18,2024-03-14,100078,Customer_78,51,Male,Delhi,Delhi,India,VIP,Beauty,Perfume,46027,7333,1369,850,15012,9385.14,11659.285,14942.01,69.51,9.4,28.62,Desktop,Card,Active,Positive,1,2024-03-14
C005,Mega Deal,Sales,Email,2025-01-18,2025-01-30,100079,Customer_79,43,Male,Mumbai,Maharashtra,India,New,Grocery,Rice,32246,2551,1282,1152,5096,5184.29,6191.98,4617.53,29.38,7.61,5.37,Mobile,UPI,Paused,Neutral,4,2025-01-30
C010,New Launch,Sales,LinkedIn,2025-02-25,2025-03-24,100080,Customer_80,41,Male,Bengaluru,Karnataka,India,New,Home,Mixer,25555,4444,1895,483,12282,4186.44,10056.53,5870.09,28.72,11.66,20.82,Desktop,Card,Completed,Neutral,1,2025-03-24
C045,Flash Sale,Awareness,Google Ads,2025-09-21,2025-10-21,100081,Customer_81,30,Female,Delhi,Delhi,India,VIP,Beauty,Cream,38064,5332,3935,1584,12178,3196.72,11887.87,8691.15,60.93,2.17,7.5,Tablet,Cash,Paused,Negative,3,2025-10-21
C001,Mega Deal,Promotion,Instagram,2025-08-12,2025-09-02,100082,Customer_82,44,Female,Hyderabad,Telangana,India,Returning,Grocery,Rice,27879,2176,472,92,4177,820.79,2110.02,1289.23,34.14,8.65,22.93,Desktop,Net Banking,Active,Positive,5,2025-09-02
C022,Summer Sale,Promotion,Email,2025-09-19,2025-10-12,100083,Customer_83,39,Male,Pune,Maharashtra,India,New,Beauty,Perfume,45246,5977,1091,107,6082,1364.48,1759.25,394.77,31.33,4.65,16.44,Desktop,UPI,Active,Neutral,3,2025-10-12
C024,New Launch,Promotion,Google Ads,2024-08-12,2024-09-09,100084,Customer_84,30,Male,Bengaluru,Karnataka,India,New,Fashion,T-Shirt,33265,3404,2011,508,8367,3904.13,4579.94,675.81,52.86,10.72,9.02,Desktop,UPI,Paused,Negative,4,2024-09-09
C037,Flash Sale,Sales,Email,2025-05-17,2025-05-29,100085,Customer_85,18,Female,Pune,Maharashtra,India,New,Fashion,T-Shirt,13369,1997,78,15,5991,6412.48,22497.48,16085.0,25.39,6.23,1499.83,Desktop,UPI,Active,Negative,5,2025-05-29
C021,Mega Deal,Sales,LinkedIn,2025-01-30,2025-02-09,100086,Customer_86,33,Male,Mumbai,Maharashtra,India,VIP,Grocery,Oil,1917,135,22,13,160,1985.03,4332.3,2347.27,67.88,10.34,333.25,Desktop,Net Banking,Completed,Negative,5,2025-02-09
C015,New Launch,Promotion,Facebook,2024-03-31,2024-04-07,100087,Customer_87,40,Male,Mumbai,Maharashtra,India,VIP,Grocery,Oil,46387,5914,3981,3289,9988,5973.49,15130.03,9156.54,57.64,12.9,4.6,Desktop,Net Banking,Active,Neutral,2,2024-04-07
C025,Summer Sale,Awareness,Email,2025-08-16,2025-09-15,100088,Customer_88,58,Male,Hyderabad,Telangana,India,VIP,Fashion,Shoes,14712,1637,1496,748,4858,1259.93,3192.5,1932.57,39.93,9.97,4.27,Mobile,UPI,Paused,Neutral,3,2025-09-15
C005,Summer Sale,Awareness,LinkedIn,2024-03-04,2024-03-12,100089,Customer_89,31,Female,Delhi,Delhi,India,Returning,Electronics,Laptop,5643,948,248,4,2336,3247.38,4192.43,945.05,78.71,10.05,1048.11,Tablet,Cash,Completed,Positive,5,2024-03-12
C040,Mega Deal,Promotion,Instagram,2024-01-01,2024-01-18,100090,Customer_90,24,Female,Mumbai,Delhi,India,VIP,Fashion,T-Shirt,36999,3612,90,73,7968,4973.49,18364.58,13391.09,73.71,1.94,251.57,Mobile,Cash,Active,Positive,2,2024-01-18
C010,Summer Sale,Promotion,LinkedIn,2025-05-05,2025-06-03,100091,Customer_91,31,Female,Bengaluru,Karnataka,India,Returning,Electronics,Laptop,49906,1366,1034,266,3222,5041.26,10275.67,5234.41,41.77,6.47,38.63,Mobile,Net Banking,Paused,Neutral,1,2025-06-03
C027,Mega Deal,Promotion,LinkedIn,2024-01-21,2024-02-11,100092,Customer_92,54,Female,Mumbai,Maharashtra,India,VIP,Fashion,Shoes,23234,85,30,8,136,3816.67,8057.68,4241.01,60.34,11.74,1007.21,Mobile,UPI,Paused,Neutral,1,2024-02-11
C035,Summer Sale,Awareness,Instagram,2024-04-08,2024-05-05,100093,Customer_93,38,Male,Delhi,Delhi,India,New,Grocery,Rice,46588,5751,5633,1153,15591,1467.05,2967.36,1500.31,52.21,2.28,2.57,Tablet,Net Banking,Paused,Positive,4,2024-05-05
C037,New Launch,Sales,Email,2024-10-16,2024-10-28,100094,Customer_94,53,Female,Bengaluru,Karnataka,India,VIP,Fashion,T-Shirt,12756,232,224,174,290,2090.75,11659.285,507.19,79.71,13.38,14.93,Mobile,Cash,Active,Negative,5,2024-10-28
C024,Flash Sale,Promotion,LinkedIn,2024-03-07,2024-03-24,100095,Customer_95,36,Female,Delhi,Delhi,India,VIP,Grocery,Rice,10181,198,145,106,524,6595.16,8032.94,1437.78,30.25,11.77,75.78,Tablet,Card,Active,Positive,5,2024-03-24
C016,Flash Sale,Sales,Email,2024-05-07,2024-05-31,100096,Customer_96,50,Female,Mumbai,Maharashtra,India,VIP,Beauty,Perfume,49857,9736,3938,573,21797,1654.91,5301.71,3646.8,36.76,3.11,9.25,Tablet,UPI,Paused,Positive,2,2024-05-31
